Accession,Organism_Name,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Nuc_Completeness,Geo_Location,Country,USA,Host,Isolation_Source,Collection_Date
OM728886,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455653-001,Severe acute respiratory syndrome-related coronavirus,29841,complete,USA,USA,,,,2021-10-03
OM728887,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455654-001,Severe acute respiratory syndrome-related coronavirus,29812,complete,USA,USA,,,,2021-10-03
OM728889,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455656-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,,,2021-10-03
OM728890,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455657-001,Severe acute respiratory syndrome-related coronavirus,29833,complete,USA,USA,,,,2021-10-03
OM728891,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455658-001,Severe acute respiratory syndrome-related coronavirus,29793,complete,USA,USA,,,,2021-10-03
OM728892,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455659-001,Severe acute respiratory syndrome-related coronavirus,29810,complete,USA,USA,,,,2021-10-03
OM728893,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455660-001,Severe acute respiratory syndrome-related coronavirus,29770,complete,USA,USA,,,,2021-10-03
OM728894,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455661-001,Severe acute respiratory syndrome-related coronavirus,29858,complete,USA,USA,,,,2021-10-03
OM728897,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455664-001,Severe acute respiratory syndrome-related coronavirus,29837,complete,USA,USA,,,,2021-10-03
OM728898,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455665-001,Severe acute respiratory syndrome-related coronavirus,29837,complete,USA,USA,,,,2021-10-03
OM728899,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455716-001,Severe acute respiratory syndrome-related coronavirus,29839,complete,USA,USA,,,,2021-10-03
OM728906,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455723-001,Severe acute respiratory syndrome-related coronavirus,29831,complete,USA,USA,,,,2021-10-04
OM728909,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455667-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,,,2021-10-06
OM728911,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455669-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,,,2021-10-06
OM728912,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455668-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,,,2021-10-06
OM728914,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455671-001,Severe acute respiratory syndrome-related coronavirus,29823,complete,USA,USA,,,,2021-10-08
OM728915,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455673-001,Severe acute respiratory syndrome-related coronavirus,29840,complete,USA,USA,,,,2021-10-08
OM728920,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455688-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,,,2021-10-09
OM728922,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455690-001,Severe acute respiratory syndrome-related coronavirus,29799,complete,USA,USA,,,,2021-10-09
OM728924,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455692-001,Severe acute respiratory syndrome-related coronavirus,29787,complete,USA,USA,,,,2021-10-09
OM728925,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455693-001,Severe acute respiratory syndrome-related coronavirus,29829,complete,USA,USA,,,,2021-10-09
OM728926,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455694-001,Severe acute respiratory syndrome-related coronavirus,29825,complete,USA,USA,,,,2021-10-09
OM728927,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455695-001,Severe acute respiratory syndrome-related coronavirus,29827,complete,USA,USA,,,,2021-10-09
OM728931,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455679-001,Severe acute respiratory syndrome-related coronavirus,29803,complete,USA,USA,,,,2021-10-09
OM728932,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455680-001,Severe acute respiratory syndrome-related coronavirus,29822,complete,USA,USA,,,,2021-10-09
OM728934,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455682-001,Severe acute respiratory syndrome-related coronavirus,29810,complete,USA,USA,,,,2020-10-09
OM728936,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455684-001,Severe acute respiratory syndrome-related coronavirus,29810,complete,USA,USA,,,,2020-10-09
OM728940,Severe acute respiratory syndrome coronavirus 2,"Li,Y., Kelleher,A., Zhang,J., Lynch,B., Tao,Y., Ahmad,A., Bunkley,P., Godino,L.C., Herzegh,O., Uehara,A., Cook,P., Ng,H.J.J., Cossaboom,C.M., Wendling,N.M., Towner,J., Amman,B., Harvey,R., Rettler,H.M., Taylor,D.J., Marine,R., Paden,C.R., Batra,D., Wang,H., Malapati,L., Coalter,T., Padilla,J., Davis,M., Sheth,M., Nobles,S., Burroughs,M., Bentz,M., Burgin,A., Madden,J., Franzen,K.M., Killian,M.L., Love,E.R., Stuber,T.P., Torchetti,M., Robbe-Austerman,S., Lantz,K., Behravesh,C.B., Lee,J., Retchless,A., Tong,S.","CDC - Centers for Disease Control and Prevention, RVB",USA,2022-02-17T00:00:00Z,B.1,4.3/1.21/v0.1.12/0.3.18,,UT-CDC-4455738-001,Severe acute respiratory syndrome-related coronavirus,29785,complete,USA,USA,,,,2021-10-09
